"lead_key","occurrence_count","statuses","business_name","niche","city","state","website","owner_name","validation_status","triage_reason","recommended_action","source_files","should_skip_research","should_skip_collection"
"website:parthenonplumbing.com","5","final_artifact;master;pending;raw;reviewed_artifact","Parthenon Plumbing, Heating, & AC Repair","plumbing","Nashville","TN","https://parthenonplumbing.com","Trevor Garrett","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-145923-2026-06-14-usa-home-services-sprint/final/2026-06-14-usa-nashville-owner-enriched-batch-021.csv;data/runs/2026-06-14-145923-2026-06-14-usa-home-services-sprint/raw/2026-06-14T14-56-58-532Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-145923-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-usa-nashville-owner-enriched-batch-021.csv;data/runs/2026-06-14-145923-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T14-56-58-532Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:cmcelectrical.com/raleigh-electrical-services","5","final_artifact;master;pending;raw;reviewed_artifact","CMC Electrical & Generator Repair","electrician","Raleigh","NC","https://cmcelectrical.com/raleigh-electrical-services/","Chris Conrad","reviewed_decision_maker_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/final/2026-06-14-usa-raleigh-knoxville-owner-enriched-batch-022.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-usa-raleigh-knoxville-owner-enriched-batch-022.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:degreeabovenc.com","5","final_artifact;master;pending;raw;reviewed_artifact","Degree Above Heating and Air","hvac","Raleigh","NC","https://www.degreeabovenc.com/","Shawn Thomas Rex","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/final/2026-06-14-usa-raleigh-knoxville-owner-enriched-batch-022.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-usa-raleigh-knoxville-owner-enriched-batch-022.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:kanddroofingnc.com","5","final_artifact;master;pending;raw;reviewed_artifact","K&D Roofing","roofing","Raleigh","NC","https://kanddroofingnc.com","Todd Kennedy","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/final/2026-06-14-usa-raleigh-knoxville-owner-enriched-batch-022.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-usa-raleigh-knoxville-owner-enriched-batch-022.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:veteranscontractingllc.com/raleigh-nc","5","final_artifact;master;pending;raw;reviewed_artifact","V.C. Veterans Contracting LLC","roofing","Raleigh","NC","https://veteranscontractingllc.com/raleigh-nc/","Daniel Roberts","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/final/2026-06-14-usa-raleigh-knoxville-owner-enriched-batch-022.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-usa-raleigh-knoxville-owner-enriched-batch-022.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:allstateroofingaz.com/phoenix","5","final_artifact;master;pending;raw;reviewed_artifact","Phoenix Roofers by Allstate Roofing Contractors","roofing","Phoenix","AZ","https://www.allstateroofingaz.com/phoenix/","Chad Thomas; Kathy Thomas","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/final/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:canyonstateroofs.com","5","final_artifact;master;pending;raw;reviewed_artifact","Canyon State Roofing & Consulting","roofing","Phoenix","AZ","https://canyonstateroofs.com/","Jim McLain","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/final/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:economydrainclean.com","5","final_artifact;master;pending;raw;reviewed_artifact","Economy Drain Cleaning & Plumbing","plumbing","Philadelphia","PA","https://www.economydrainclean.com/","Travas Marko","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/final/2026-06-14-philadelphia-owner-enriched-batch-027.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-52-45-215Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-philadelphia-owner-enriched-batch-027.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-52-45-215Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:burkeplumbinginc.com","5","final_artifact;master;pending;raw;reviewed_artifact","Burke Plumbing & Heating","plumbing","Philadelphia","PA","https://burkeplumbinginc.com","Kevin Burke","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-160041-2026-06-14-usa-home-services-sprint/final/2026-06-14-philadelphia-burke-owner-enriched-batch-028.csv;data/runs/2026-06-14-160041-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-58-56-078Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160041-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-philadelphia-burke-owner-enriched-batch-028.csv;data/runs/2026-06-14-160041-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-58-56-078Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:rushrooter.com","5","final_artifact;master;pending;raw;reviewed_artifact","Rush Rooter LLC","plumbing","Tucson","AZ","https://rushrooter.com","Thomas Ballard","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/final/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:allveesplumbing.com","5","final_artifact;master;pending;raw;reviewed_artifact","All Vee's Plumbing Services","plumbing","Phoenix","AZ","https://allveesplumbing.com/","James Perry Villarreal; Cody Wayne Villarreal","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/final/2026-06-14-az-owner-enriched-from-pending-batch-029a.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-az-owner-enriched-from-pending-batch-029a.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:bbmechanicalservices.com","5","final_artifact;master;pending;raw;reviewed_artifact","B&B Mechanical Services, Incorporated","plumbing","Cincinnati","OH","https://bbmechanicalservices.com/","Rodrigo M. Williams","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-15-010419-2026-06-15-usa-home-services-sprint/final/2026-06-15T01-03-00-559Z-usa-home-services-sprint-fresh-leads.final.csv;data/runs/2026-06-15-010419-2026-06-15-usa-home-services-sprint/raw/2026-06-15T01-03-00-559Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-010419-2026-06-15-usa-home-services-sprint/reviewed/2026-06-15T01-03-00-559Z-usa-home-services-sprint-fresh-leads.reviewed.csv;data/runs/2026-06-15-010419-2026-06-15-usa-home-services-sprint/tmp/2026-06-15T01-03-00-559Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:heritagecontractors.net","5","final_artifact;master;pending;raw;reviewed_artifact","Heritage Contractors","roofing","Chicago","IL","https://www.heritagecontractors.net/","John Pienta","reviewed_decision_maker_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/final/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:stselectric.com","5","final_artifact;master;pending;raw;reviewed_artifact","STS Electric","electrician","Chicago","IL","https://stselectric.com/","Dave Bengel; Paul Stoev","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/final/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:lumenselectric.com","5","final_artifact;master;pending;raw;reviewed_artifact","Lumens Electric LLC","electrician","Houston","TX","https://lumenselectric.com/","Pablo Rios Jr.","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/final/2026-06-14-texas-owner-enriched-batch-025.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-texas-owner-enriched-batch-025.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:callmrreliable.com","5","final_artifact;master;pending;raw;reviewed_artifact","Mr. Reliable Heating & Air","hvac","Houston","TX","https://www.callmrreliable.com/","Drew Gay","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/final/2026-06-14-texas-owner-enriched-batch-025.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-texas-owner-enriched-batch-025.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:trutecelectric.com","5","final_artifact;master;pending;raw;reviewed_artifact","TruTec Electric","electrician","Austin","TX","https://trutecelectric.com/","Nick Rios","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/final/2026-06-14-texas-owner-enriched-batch-024.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-texas-owner-enriched-batch-024.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:ellisac.com","5","final_artifact;master;pending;raw;reviewed_artifact","Ellis Air Conditioning & Heating","hvac","Dallas","TX","https://www.ellisac.com","Kent Ellis","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/final/2026-06-14-texas-owner-enriched-batch-025.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-texas-owner-enriched-batch-025.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:plumbersthatcare.com","5","final_artifact;master;pending;raw;reviewed_artifact","Economy Plumbing Services, LLC","plumbing","Austin","TX","https://www.plumbersthatcare.com/","Sean Wagner","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/final/2026-06-14-texas-owner-enriched-batch-025.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-texas-owner-enriched-batch-025.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:zbcgeneralcontracting.com","5","final_artifact;master;pending;raw;reviewed_artifact","ZBC General Contracting","plumbing","Philadelphia","PA","https://zbcgeneralcontracting.com","Joseph Zajko","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/final/2026-06-14-philadelphia-owner-enriched-batch-027.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-52-45-215Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-philadelphia-owner-enriched-batch-027.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-52-45-215Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
"website:ameengeneralcontracting.com","5","final_artifact;master;pending;raw;reviewed_artifact","Ameen General Contractor Inc","plumbing","Philadelphia","PA","https://ameengeneralcontracting.com","Richard Smith","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/final/2026-06-14-philadelphia-owner-enriched-batch-027.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-52-45-215Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-philadelphia-owner-enriched-batch-027.csv;data/runs/2026-06-14-155425-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-52-45-215Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","True","True"
